taxon_name,family,woodiness,plant_growth_form,life_history,native_status,parasitic
Eucalyptus eudesmioides subsp. Selachiana (M.I.H.Brooker 8129),Myrtaceae,woody,,,,
Eucalyptus flocktoniae subsp. hebes,Myrtaceae,woody,,,,
Eucalyptus foecunda subsp. foecunda,Myrtaceae,woody,,,,
Eucalyptus foecunda subsp. North (Nicolle 7322 & French),Myrtaceae,woody,,,,
Eucalyptus formanii subsp. Broad-leaf (Nicolle 5677 & French),Myrtaceae,woody,,,,
Eucalyptus formanii subsp. formanii,Myrtaceae,woody,,,,
Eucalyptus gardneri subsp. gardneri,Myrtaceae,woody,,,,
Eucalyptus gardneri subsp. ravensthorpensis,Myrtaceae,woody,,,,
Eucalyptus georgei subsp. fulgida,Myrtaceae,woody,,,,
Eucalyptus georgei subsp. georgei,Myrtaceae,woody,,,,
Eucalyptus gittinsii subsp. illucida,Myrtaceae,woody,,,,
Eucalyptus goniantha subsp. kynoura,Myrtaceae,woody,,,,
Eucalyptus goniocalyx subsp. exposa,Myrtaceae,woody,,,,
Eucalyptus grandis subsp. Northern,Myrtaceae,woody,,,,
Eucalyptus gunnii subsp. gunnii,Myrtaceae,woody,,,,
Eucalyptus horistes subsp. horistes,Myrtaceae,woody,,,,
Eucalyptus horistes subsp. Southern smooth,Myrtaceae,woody,,,,
Eucalyptus horistes subsp. Southern smooth-bark (Nicolle 6916 & French),Myrtaceae,woody,,,,
Eucalyptus improcera,Myrtaceae,woody,,,,
Eucalyptus insularis subsp. continentalis,Myrtaceae,woody,,,,
Eucalyptus insularis subsp. insularis,Myrtaceae,woody,,,,
Eucalyptus intertexta subsp. Central Australia (Nicolle 6661),Myrtaceae,woody,,,,
Eucalyptus jutsonii subsp. jutsonii,Myrtaceae,woody,,,,
Eucalyptus jutsonii subsp. kobela,Myrtaceae,woody,,,,
Eucalyptus kessellii subsp. eugnosta,Myrtaceae,woody,,,,
Eucalyptus kessellii subsp. kessellii,Myrtaceae,woody,,,,
Eucalyptus kirtoniana,Myrtaceae,woody,,,,
Eucalyptus kochii subsp. yellowdinensis,Myrtaceae,woody,,,,
Eucalyptus lehmannii subsp. lehmannii,Myrtaceae,woody,,,,
Eucalyptus lehmannii subsp. parallela,Myrtaceae,woody,,,,
Eucalyptus leptocalyx ?subsp. leptocalyx,Myrtaceae,woody,,,,
Eucalyptus leptocalyx ?subsp. petilipes,Myrtaceae,woody,,,,
Eucalyptus leptocalyx subsp. leptocalyx,Myrtaceae,woody,,,,
Eucalyptus leptocalyx subsp. petilipes,Myrtaceae,woody,,,,
Eucalyptus leptopoda subsp. elevata,Myrtaceae,woody,,,,
Eucalyptus leptopoda subsp. Glaucous (Nicolle 7315 & French),Myrtaceae,woody,,,,
Eucalyptus ligulata subsp. ligulata,Myrtaceae,woody,,,,
Eucalyptus ligulata subsp. stirlingica,Myrtaceae,woody,,,,
Eucalyptus macrocarpa subsp. elachantha,Myrtaceae,woody,,,,
Eucalyptus macrocarpa subsp. macrocarpa,Myrtaceae,woody,,,,
Eucalyptus mannifera subsp. Alpine Victoria,Myrtaceae,woody,,,,
Eucalyptus mannifera subsp. Alpine Victoria (Nicolle 2066),Myrtaceae,woody,,,,
Eucalyptus marginata subsp. Dull leaf,Myrtaceae,woody,,,,
Eucalyptus melanophloia subsp. melanophloia,Myrtaceae,woody,,,,
Eucalyptus melanophloia subsp. nana,Myrtaceae,woody,,,,
Eucalyptus mimica subsp. continens,Myrtaceae,woody,,,,
Eucalyptus mimica subsp. mimica,Myrtaceae,woody,,,,
Eucalyptus myriadena subsp. myriadena,Myrtaceae,woody,,,,
Eucalyptus new horistes,Myrtaceae,woody,,,,
Eucalyptus obtusiflora subsp. cowcowensis,Myrtaceae,woody,,,,
Eucalyptus obtusiflora subsp. dongarraensis,Myrtaceae,woody,,,,
Eucalyptus obtusiflora subsp. obtusiflora,Myrtaceae,woody,,,,
Eucalyptus oldfieldii subsp. oldfieldii,Myrtaceae,woody,,,,
Eucalyptus oleosa subsp. ampliata,Myrtaceae,woody,,,,
Eucalyptus ovata subsp. grandiflora,Myrtaceae,woody,,,,
Eucalyptus ovata subsp. ovata,Myrtaceae,woody,,,,
Eucalyptus pachycalyx ?subsp. banyabba,Myrtaceae,woody,,,,
Eucalyptus pachycalyx ?subsp. pachycalyx,Myrtaceae,woody,,,,
Eucalyptus pachycalyx ?subsp. waajensis,Myrtaceae,woody,,,,
Eucalyptus perriniana subsp. Mainland (Nicolle 585),Myrtaceae,woody,,,,
Eucalyptus perriniana subsp. perriniana,Myrtaceae,woody,,,,
Eucalyptus phaenophylla subsp. interjacens,Myrtaceae,woody,,,,
Eucalyptus planipes subsp. Norseman (Nicolle 131),Myrtaceae,woody,,,,
Eucalyptus planipes subsp. planipes,Myrtaceae,woody,,,,
Eucalyptus platypus subsp. congregata,Myrtaceae,woody,,,,
Eucalyptus platypus subsp. platypus,Myrtaceae,woody,,,,
Eucalyptus pluricaulis subsp. pluricaulis,Myrtaceae,woody,,,,
Eucalyptus pluricaulis subsp. porphyrea,Myrtaceae,woody,,,,
Eucalyptus polita subsp. Blackbutt (Nicolle & French 3432),Myrtaceae,woody,,,,
Eucalyptus polita subsp. polita,Myrtaceae,woody,,,,
Eucalyptus preissianasubsp. preissiana,Myrtaceae,woody,,,,
Eucalyptus revelata,Myrtaceae,woody,,,,
Eucalyptus rhodantha var. rhodantha,Myrtaceae,woody,,,,
Eucalyptus rotunda,Myrtaceae,woody,,,,
Eucalyptus sargentii subsp. onesis,Myrtaceae,woody,,,,
Eucalyptus scias ?subsp. callimastha,Myrtaceae,woody,,,,
Eucalyptus socialis subsp. socialis,Myrtaceae,woody,,,,
Eucalyptus socialis subsp. victoriensis,Myrtaceae,woody,,,,
Eucalyptus socialis subsp. viridans,Myrtaceae,woody,,,,
Eucalyptus sp. (probably Eucalyptus socialis - Eucalyptus hypolaena intergrade),Myrtaceae,woody,,,,
Eucalyptus sp. (putative Eucalyptus carnei x Eucalyptus salubris),Myrtaceae,woody,,,,
Eucalyptus sp. [Eucalyptus  new],Myrtaceae,woody,,,,
Eucalyptus sp. [Eucalyptus marsdeni],Myrtaceae,woody,,,,
Eucalyptus sp. [Eucalyptus ophina],Myrtaceae,woody,,,,
Eucalyptus sp. [Eucalyptus pikata],Myrtaceae,woody,,,,
Eucalyptus sp. [lancewood sp.],Myrtaceae,woody,,,,
Eucalyptus sp. [various],Myrtaceae,woody,,,,
Eucalyptus sp. Adelaide (Nicolle 1364),Myrtaceae,woody,,,,
Eucalyptus sp. Arnhem Land (Hill 3984),Myrtaceae,woody,,,,
Eucalyptus sp. Battlecamp (Nicolle 1789),Myrtaceae,woody,,,,
Eucalyptus sp. Cable Haul Road,Myrtaceae,woody,,,,
Eucalyptus sp. Cable Haul Road (Nicolle 6956 & French),Myrtaceae,woody,,,,
Eucalyptus sp. Dartmoor (Nicolle & French 5585),Myrtaceae,woody,,,,
Eucalyptus sp. Dunbar Road (Nicolle 5466 & French),Myrtaceae,woody,,,,
Eucalyptus sp. Esperance (French 1579),Myrtaceae,woody,,,,
Eucalyptus sp. Esperance Plains (Nicolle 1089),Myrtaceae,woody,,,,
Eucalyptus sp. Great Victoria Desert (Nicolle 3877 & French),Myrtaceae,woody,,,,
Eucalyptus sp. Gympie subsp. Gympie,Myrtaceae,woody,,,,
Eucalyptus sp. Gympie subsp. Inland South Queensland,Myrtaceae,woody,,,,
Eucalyptus sp. Kalbarri (Brooker 7937),Myrtaceae,woody,,,,
Eucalyptus sp. Kitchener,Myrtaceae,woody,,,,
Eucalyptus sp. Kitchener (Nicolle 6958 & French 6958),Myrtaceae,woody,,,,
Eucalyptus sp. Lake Magenta (Nicolle 5509 & French),Myrtaceae,woody,,,,
Eucalyptus sp. Little Sandy Desert (Nicolle 4304 & French),Myrtaceae,woody,,,,
Eucalyptus sp. Melville Island,Myrtaceae,woody,,,,
Eucalyptus sp. Mt Garnet (Carr 1627B et al.),Myrtaceae,woody,,,,
Eucalyptus sp. Mukinbudin (Nicolle 3486 & French),Myrtaceae,woody,,,,
Eucalyptus sp. Mulga Rock (Hill 2668 & Johnson),Myrtaceae,woody,,,,
Eucalyptus sp. North Balladonia (Nicolle & French 3620),Myrtaceae,woody,,,,
Eucalyptus sp. Port Moresby (Darbyshire 601),Myrtaceae,woody,,,,
Eucalyptus sp. Quobba (Nicolle 1179),Myrtaceae,woody,,,,
Eucalyptus sp. Ravensthorpe (George 616),Myrtaceae,woody,,,,
Eucalyptus sp. South Newdegate lakes,Myrtaceae,woody,,,,
Eucalyptus sp. South Newdegate lakes (Nicolle & French 6021),Myrtaceae,woody,,,,
Eucalyptus sp. Southern wheatbelt (Nicolle & French 5507),Myrtaceae,woody,,,,
Eucalyptus sp. Sullivan Soak (Nicolle 5503 & French),Myrtaceae,woody,,,,
Eucalyptus sp. Warrumbungles,Myrtaceae,woody,,,,
Eucalyptus spathulata subsp. salina,Myrtaceae,woody,,,,
Eucalyptus spathulata subsp. spathulata,Myrtaceae,woody,,,,
Eucalyptus subangusta ?subsp. virescens,Myrtaceae,woody,,,,
Eucalyptus subangusta subsp. cerina,Myrtaceae,woody,,,,
Eucalyptus subangusta subsp. pusilla,Myrtaceae,woody,,,,
Eucalyptus subangusta subsp. subangusta,Myrtaceae,woody,,,,
Eucalyptus subangusta subsp. virescens,Myrtaceae,woody,,,,
Eucalyptus tasmaniensis,Myrtaceae,woody,,,,
Eucalyptus tereticornis ?subsp. basaltica,Myrtaceae,woody,,,,
Eucalyptus tereticornis subsp. rotunda,Myrtaceae,woody,,,,
Eucalyptus thamnoides subsp. megista,Myrtaceae,woody,,,,
Eucalyptus thamnoides subsp. thamnoides,Myrtaceae,woody,,,,
Eucalyptus uncinata subsp. Esperance Plains,Myrtaceae,woody,,,,
Eucalyptus uncinata subsp. Mount Short,Myrtaceae,woody,,,,
Eucalyptus uncinata subsp. Mt Short (Nicolle 3575 & French ),Myrtaceae,woody,,,,
Eucalyptus urophylla,Myrtaceae,woody,,,,
Eucalyptus varia subsp. salsuginosa,Myrtaceae,woody,,,,
Eucalyptus varia subsp. varia,Myrtaceae,woody,,,,
Eucalyptus vegrandis subsp. recondita,Myrtaceae,woody,,,,
Eucalyptus vegrandis subsp. vegrandis,Myrtaceae,woody,,,,
Eucalyptus viminalis ?subsp. Hentyensis,Myrtaceae,woody,,,,
Eucalyptus viminalis ?subsp. Siliceana,Myrtaceae,woody,,,,
Eucalyptus virella,Myrtaceae,woody,,,,
Eucalyptus websteriana subsp. norsemanica,Myrtaceae,woody,,,,
Eucalyptus websteriana subsp. websteriana,Myrtaceae,woody,,,,
Eucalyptus wetarensis,Myrtaceae,woody,,,,
Eucalyptus x bennettiae,Myrtaceae,woody,,,,
Eucalyptus x carnabyi,Myrtaceae,woody,,,,
Eucalyptus x chrysantha,Myrtaceae,woody,,,,
Eucalyptus x erythrandra,Myrtaceae,woody,,,,
Eucalyptus x graniticola,Myrtaceae,woody,,,,
Eucalyptus x oxypoma,Myrtaceae,woody,,,,
Eucalyptus x patentinervis,Myrtaceae,woody,,,,
Eucalyptus xanthonema subsp. apposita,Myrtaceae,woody,,,,
Eucalyptus xanthonema subsp. xanthonema,Myrtaceae,woody,,,,
Eugenia sp.,Myrtaceae,woody,,,,
Euryomyrtus sp.,Myrtaceae,woody,,,,
Gossia sp.,Myrtaceae,woody,,,,
Hysterobaeckea tuberculata,Myrtaceae,woody,,,,
Kardomia prominens,Myrtaceae,woody,,,,
Kunzea ericifolia subsp. subulata,Myrtaceae,woody,,,,
Kunzea similis subsp. mediterranea,Myrtaceae,woody,,,,
Kunzea similis subsp. similis,Myrtaceae,woody,,,,
Lamarchea hakeifolia var. hakeifolia,Myrtaceae,woody,,,,
Leptospermum amboinense,Myrtaceae,woody,,,,
Leptospermum anfractum,Myrtaceae,woody,,,,
Leptospermum barneyense,Myrtaceae,woody,,,,
Leptospermum benwellii,Myrtaceae,woody,,,,
Leptospermum brevipes x Leptospermum microcarpum,Myrtaceae,woody,,,,
Leptospermum lamellatum,Myrtaceae,woody,,,,
Leptospermum luehmannii,Myrtaceae,woody,,,,
Leptospermum madidum subsp. madidum,Myrtaceae,woody,,,,
Leptospermum namadgiense,Myrtaceae,woody,,,,
Leptospermum oreophilum,Myrtaceae,woody,,,,
Leptospermum pallidum,Myrtaceae,woody,,,,
Leptospermum purpurascens,Myrtaceae,woody,,,,
Leptospermum sericatum,Myrtaceae,woody,,,,
Leptospermum sp. Bandalup Hill (G.Cockerton 11001),Myrtaceae,woody,,,,
Leptospermum sp. Latham (B.L.Rye 239088 & M.E.Trudgen),Myrtaceae,woody,,,,
Leptospermum sp. Peak Charles/Norseman (K.R.Newbey 5243),Myrtaceae,woody,,,,
Leptospermum venustum,Myrtaceae,woody,,,,
Lithomyrtus sp.,Myrtaceae,woody,,,,
Lophostemon grandiflorus subsp. grandiflorus,Myrtaceae,woody,,,,
Melaleuca,Myrtaceae,woody,,,,
Melaleuca acuminata subsp. websteri,Myrtaceae,woody,,,,
Melaleuca arcana,Myrtaceae,woody,,,,
Melaleuca armillaris subsp. akineta,Myrtaceae,woody,,,,
Melaleuca borealis,Myrtaceae,woody,,,,
Melaleuca cajuputi subsp. cajuputi,Myrtaceae,woody,,,,
Melaleuca citrolens,Myrtaceae,woody,,,,
Melaleuca clarksonii,Myrtaceae,woody,,,,
Melaleuca foliolosa,Myrtaceae,woody,,,,
Melaleuca fulgens subsp. corrugata,Myrtaceae,woody,,,,
Melaleuca fulgens subsp. fulgens,Myrtaceae,woody,,,,
Melaleuca huegelii subsp. pristicensis,Myrtaceae,woody,,,,
Melaleuca incana subsp. Gingilup (N.Gibson & M.Lyons 593),Myrtaceae,woody,,,,
Melaleuca incana subsp. incana,Myrtaceae,woody,,,,
Melaleuca incana subsp. tenella,Myrtaceae,woody,,,,
Melaleuca kunzeoides,Myrtaceae,woody,,,,
Melaleuca macronychia subsp. macronychia,Myrtaceae,woody,,,,
Melaleuca macronychia subsp. trygonoides,Myrtaceae,woody,,,,
Melaleuca monantha,Myrtaceae,woody,,,,
Melaleuca pentagona var. raggedensis,Myrtaceae,woody,,,,
Melaleuca pungens var. pungens,Myrtaceae,woody,,,,
Melaleuca stenostachya,Myrtaceae,woody,,,,
Melaleuca stipitata,Myrtaceae,woody,,,,
Melaleuca sylvana,Myrtaceae,woody,,,,
Melaleuca triumphalis,Myrtaceae,woody,,,,
Melaleuca viminea subsp. appressa,Myrtaceae,woody,,,,
Micromyrtus sp.,Myrtaceae,woody,,,,
Myrtus communis,Myrtaceae,woody,,,,
Sannantha bidwillii,Myrtaceae,woody,,,,
Sannantha collina,Myrtaceae,woody,,,,
Sannantha crassa,Myrtaceae,woody,,,,
Syzygium sp,Myrtaceae,woody,,,,
Syzygium sp. [Syzygium bleerseri],Myrtaceae,woody,,,,
Taxandria conspicua subsp. abrupta,Myrtaceae,woody,,,,
Taxandria conspicua subsp. conspicua,Myrtaceae,woody,,,,
Thryptomene australis subsp. brachyandra,Myrtaceae,woody,,,,
Triplarina volcanica subsp. borealis,Myrtaceae,woody,,,,
Tristaniopsis sp.,Myrtaceae,woody,,,,
Verticordia chrysostachys var. pallida,Myrtaceae,woody,,,,
Verticordia dasystylis subsp. dasystylis,Myrtaceae,woody,,,,
Verticordia dasystylis subsp. kalbarriensis,Myrtaceae,woody,,,,
Verticordia densiflora var. densiflora,Myrtaceae,woody,,,,
Verticordia endlicheriana var. angustifolia,Myrtaceae,woody,,,,
Verticordia huegelii var. decumbens,Myrtaceae,woody,,,,
Verticordia huegelii var. stylosa,Myrtaceae,woody,,,,
Verticordia luteola var. luteola,Myrtaceae,woody,,,,
Verticordia muelleriana subsp. muelleriana,Myrtaceae,woody,,,,
Verticordia multiflora subsp. multiflora,Myrtaceae,woody,,,,
Verticordia serrata var. linearis,Myrtaceae,woody,,,,
Verticordia serrata var. Udumung (D.Hunter & B.Yarran 941006),Myrtaceae,woody,,,,
Verticordia sieberi var. sieberi,Myrtaceae,woody,,,,
Verticordia sp. Dundas (C.A.Gardner 2848),Myrtaceae,woody,,,,
Verticordia staminosa subsp. cylindracea,Myrtaceae,woody,,,,
Verticordia staminosa var. erecta,Myrtaceae,woody,,,,
Verticordia x eurardyensis,Myrtaceae,woody,,,,
?Eucalyptus sp. Truslove (Brooker 7499),NA,woody,,,,
[Corymbia x candida subsp. lautifolia],NA,woody,,,,
[Corymbia x nowraensis],NA,woody,,,,
[Corymbia x paractia],NA,woody,,,,
[Corymbia x semiclara],NA,woody,,,,
[Eucalyptus x abdita],NA,woody,,,,
[Eucalyptus x ambigua],NA,woody,,,,
[Eucalyptus x angularis],NA,woody,,,,
[Eucalyptus x apodophylla subsp. provecta],NA,woody,,,,
[Eucalyptus x bunyip],NA,woody,,,,
[Eucalyptus x carolaniae],NA,woody,,,,
[Eucalyptus x castrensis],NA,woody,,,,
[Eucalyptus x communalis],NA,woody,,,,
[Eucalyptus x conveniens],NA,woody,,,,
[Eucalyptus x decipiens subsp. chalara],NA,woody,,,,
[Eucalyptus x desquamata ms],NA,woody,,,,
[Eucalyptus x erectifolia],NA,woody,,,,
[Eucalyptus x goniocalyx subsp. fallax],NA,woody,,,,
[Eucalyptus x goniocalyx subsp. laxa],NA,woody,,,,
[Eucalyptus x hawkeri],NA,woody,,,,
[Eucalyptus x redimiculifera],NA,woody,,,,
[Eucalyptus x robertsonii subsp. hemispherica],NA,woody,,,,
[Eucalyptus x solitaris ms],NA,woody,,,,
[Eucalyptus x sp. Cattai (Gregson s.n.)],NA,woody,,,,
[Eucalyptus x viridis var. latiuscula],NA,woody,,,,
[Eucalyptus x walshii],NA,woody,,,,
[Eucalyptus x yarriambiack],NA,woody,,,,
[Eucalyptus x yumbarrana subsp. striata],NA,woody,,,,
40 Tree Species,NA,,,,,
74 Tree Species,NA,,,,,
Asteraceae sp.,NA,,,,,
Br. gran,NA,,,,,
Br. sp.,NA,,,,,
Chlerode,NA,,,,,
Clerodendron sp.,NA,,,,,
Climber no 1 (furry leaf),NA,,,,,
Climber no 2 (wrinkle leaf),NA,,,,,
Croften sp.,NA,,,,,
Ep.,NA,,,,,
Ep. hert,NA,,,,,
Ep. hete,NA,,,,,
Ep. sp.,NA,,,,,
Epiphyte no 1 (mega),NA,,,,,
Erythroxylon sp.,NA,,,,,
Gastonia sp.,NA,,,,,
Gd. furc,NA,,,,,
Ha.,NA,,,,,
Holly le,NA,,,,,
Ht. sp.5,NA,,,,,
L.,NA,,,,,
Luzuriaga sp.,NA,,,,,
Orchidaceae sp. [pink],NA,herbaceous,herb,,,
Orchidaceae sp. 1,NA,herbaceous,herb,,,
Orchidaceae sp. 2,NA,herbaceous,herb,,,
Orchidaceae sp. 3,NA,herbaceous,herb,,,
Orchidaceae sp. 4,NA,herbaceous,herb,,,
Pachynema sp.,NA,,,,,
Poaceae sp. [Poaceae sp1],NA,herbaceous,graminoid,,,
Poaceae sp. [Poaceae sp13],NA,herbaceous,graminoid,,,
Poaceae sp. [Poaceae sp14],NA,herbaceous,graminoid,,,
Poaceae sp. [Poaceae sp15],NA,herbaceous,graminoid,,,
Poaceae sp. [Poaceae sp16],NA,herbaceous,graminoid,,,
Poaceae sp. [Poaceae sp3],NA,herbaceous,graminoid,,,
Poaceae sp. [Poaceae sp5],NA,herbaceous,graminoid,,,
Poaceae sp. [Poaceae sp6],NA,herbaceous,graminoid,,,
Poaceae sp. [Poaceae sp7],NA,herbaceous,graminoid,,,
Pteridophyte no 1,NA,,,,,
Rauwenhoffia sp. [Rauwenhoffia tetraphyllus],NA,,,,,
Shrub no 1,NA,NA,NA,,,
Shrub no 2,NA,NA,NA,,,
Shrub no 3,NA,NA,NA,,,
Shrub no 4 (big opp. leaf),NA,NA,NA,,,
Sp 14,NA,,,,,
Tetrasynandra sp.,NA,,,,,
Thecanthes sp.,NA,,,,,
Uncinia sp.,NA,herbaceous,graminoid,,,
Uncinia sp. [sp. 1],NA,herbaceous,graminoid,,,
Uncinia sp. [sp. 3],NA,herbaceous,graminoid,,,
Unk sp1,NA,NA,NA,,,
Unk sp12,NA,NA,NA,,,
Unk sp13,NA,NA,NA,,,
Unk sp2,NA,NA,NA,,,
Unk sp3,NA,NA,NA,,,
Unk sp5,NA,NA,NA,,,
Unk sp7,NA,NA,NA,,,
Unk sp9,NA,NA,NA,,,
Unk10_1 sp.,NA,NA,NA,,,
Unk10_1a sp.,NA,NA,NA,,,
Unk12_1a sp.,NA,NA,NA,,,
Unk12_1b sp.,NA,NA,NA,,,
Unk12_1c sp.,NA,NA,NA,,,
Unk13_1 sp.,NA,NA,NA,,,
Unk16_18 sp.,NA,NA,NA,,,
Unk16_19 sp.,NA,NA,NA,,,
Unk16_4 sp.,NA,NA,NA,,,
Unk17_13 sp.,NA,NA,NA,,,
Unk17_4 sp.,NA,NA,NA,,,
Unk2_1 sp.,NA,NA,NA,,,
Unk25_1 sp.,NA,NA,NA,,,
Unk25_10 sp.,NA,NA,NA,,,
Unk25_6 sp.,NA,NA,NA,,,
Unk25_9 sp.,NA,NA,NA,,,
Unk26_3 sp.,NA,NA,NA,,,
Unk29_15 sp.,NA,NA,NA,,,
Unk29_17 sp.,NA,NA,NA,,,
Unk29_18 sp.,NA,NA,NA,,,
Unk29_19 sp.,NA,NA,NA,,,
Unk29_25 sp.,NA,NA,NA,,,
Unk30_5 sp.,NA,NA,NA,,,
Unk31_12 sp.,NA,NA,NA,,,
Unk31_15 sp.,NA,NA,NA,,,
Unk31_8 sp.,NA,NA,NA,,,
Unk32_2 sp.,NA,NA,NA,,,
Unk33_7 sp.,NA,NA,NA,,,
Unk34_13 sp.,NA,NA,NA,,,
Unk36_1 sp.,NA,NA,NA,,,
Unk36_14 sp.,NA,NA,NA,,,
Unk36_15 sp.,NA,NA,NA,,,
Unk36_16 sp.,NA,NA,NA,,,
Unk36_17 sp.,NA,NA,NA,,,
Unk36_18 sp.,NA,NA,NA,,,
Unk36_20 sp.,NA,NA,NA,,,
Unk37_21 sp.,NA,NA,NA,,,
Unk37_24 sp.,NA,NA,NA,,,
Unk38_29 sp.,NA,NA,NA,,,
Unk4_1 sp.,NA,NA,NA,,,
Unk4_1a sp.,NA,NA,NA,,,
Unk4_1b sp.,NA,NA,NA,,,
Unk43_24 sp.,NA,NA,NA,,,
Unk44_33 sp.,NA,NA,NA,,,
Unk44_39 sp.,NA,NA,NA,,,
Unk45_10 sp.,NA,NA,NA,,,
Unk45_12 sp.,NA,NA,NA,,,
Unk45_17 sp.,NA,NA,NA,,,
Unk45_23 sp.,NA,NA,NA,,,
Unk45_29 sp.,NA,NA,NA,,,
Unk45_33 sp.,NA,NA,NA,,,
Unk45_34 sp.,NA,NA,NA,,,
Unk45_36 sp.,NA,NA,NA,,,
Unk45_38 sp.,NA,NA,NA,,,
Unk45_4 sp.,NA,NA,NA,,,
Unk45_40 sp.,NA,NA,NA,,,
Unk45_43 sp.,NA,NA,NA,,,
Unk45_44 sp.,NA,NA,NA,,,
Unk45_46 sp.,NA,NA,NA,,,
Unk45_8 sp.,NA,NA,NA,,,
Unk45_9 sp.,NA,NA,NA,,,
Unk47_22 sp.,NA,NA,NA,,,
Unk47_28 sp.,NA,NA,NA,,,
Unk47_3 sp.,NA,NA,NA,,,
Unk47_35 sp.,NA,NA,NA,,,
Unk47_39 sp.,NA,NA,NA,,,
Unk47_4 sp.,NA,NA,NA,,,
Unk47_54 sp.,NA,NA,NA,,,
Unk47_56 sp.,NA,NA,NA,,,
Unk48_26 sp.,NA,NA,NA,,,
Unk48_27 sp.,NA,NA,NA,,,
Unk48_31 sp.,NA,NA,NA,,,
Unk48_42 sp.,NA,NA,NA,,,
Unk48_44 sp.,NA,NA,NA,,,
Unk48_45 sp.,NA,NA,NA,,,
Unk48_51 sp.,NA,NA,NA,,,
Unk48_57 sp.,NA,NA,NA,,,
Unk48_61 sp.,NA,NA,NA,,,
Unk48_63 sp.,NA,NA,NA,,,
Unk48_64 sp.,NA,NA,NA,,,
Unk48_67 sp.,NA,NA,NA,,,
Unk48_68 sp.,NA,NA,NA,,,
Unk48_69 sp.,NA,NA,NA,,,
Unk48_70 sp.,NA,NA,NA,,,
Unk48_71 sp.,NA,NA,NA,,,
Unk48_72 sp.,NA,NA,NA,,,
Unk50_30 sp.,NA,NA,NA,,,
Unk50_47 sp.,NA,NA,NA,,,
Unk7_11 sp.,NA,NA,NA,,,
Unk8_1 sp.,NA,NA,NA,,,
Unknown No. 1,NA,NA,NA,,,
Nepenthes sp.,Nepenthaceae,woody,climber_woody,,,
Neurada procumbens,Neuradaceae,herbaceous,herb,annual,,
Nitraria sp.,Nitrariaceae,woody,shrub,,,
Nothofagus sp.,Nothofagaceae,woody,tree,,,
Bougainvillea glabra,Nyctaginaceae,woody,shrub climber_woody,,,
Olax sp.,Olacaceae,woody,,,,
Nestegis sp.,Oleaceae,woody,,,,
Notelaea ipsviciensis,Oleaceae,woody,,,,
Notelaea punctata,Oleaceae,woody,,,,
Notelaea pungens,Oleaceae,woody,,,,
Notelaea sp. Barakula (A.R.Bean 7553),Oleaceae,woody,,,,
Epilobium sp. [Epilobium sp1],Onagraceae,,,,,
Epilobium tetragonum subsp. tetragonum,Onagraceae,herbaceous,herb,perennial,,
Fuchsia magellanica,Onagraceae,woody,shrub,,,
Oenothera acaulis,Onagraceae,herbaceous,herb,,,
Oenothera indecora subsp. bonariensis,Onagraceae,herbaceous,herb,annual,,
Caladenia carnea var. minor,Orchidaceae,herbaceous,herb,,,
Caladenia dilatata subsp. villosissima,Orchidaceae,herbaceous,herb,,,
Caladenia fragrantissima subsp. fragrantissima,Orchidaceae,herbaceous,herb,,,
Caleana sp.,Orchidaceae,herbaceous,herb,,,
Chiloglottis aff. valida (Alpine),Orchidaceae,herbaceous,herb,,,
Corunastylis arrecta,Orchidaceae,herbaceous,herb,,,
Corunastylis nigricans,Orchidaceae,herbaceous,herb,,,
Corunastylis pumila,Orchidaceae,herbaceous,herb,,,
Corunastylis rufa,Orchidaceae,herbaceous,herb,,,
Corunastylis sp. aff. nudiscapa (Otway Ranges),Orchidaceae,herbaceous,herb,,,
Cyanicula sp.,Orchidaceae,herbaceous,herb,,,
Diuris aff. pardina (Western Goldfields),Orchidaceae,herbaceous,herb,,,
Prasophyllum patens var. patens,Orchidaceae,herbaceous,herb,,,
Pterostylis acuminata var. ingens,Orchidaceae,herbaceous,herb,,,
Pterostylis cucullata (coastal form),Orchidaceae,herbaceous,herb,,,
Pterostylis cucullata (montane form),Orchidaceae,herbaceous,herb,,,
Todea sp.,Osmundaceae,NA,fern,,,
Pandanus sp.,Pandanaceae,woody,,,,
Fumaria officinalis subsp. officinalis,Papaveraceae,herbaceous,herb,annual,,
Fumaria officinalis subsp. wirtgenii,Papaveraceae,herbaceous,herb,annual,,
Hypecoum pendulum,Papaveraceae,herbaceous,herb,,,
Papaver somniferum subsp. setigerum,Papaveraceae,herbaceous,herb,annual,,
Platycapnos spicatus,Papaveraceae,herbaceous,herb,,,
Pseudofumaria alba subsp. alba,Papaveraceae,herbaceous,herb,perennial,,
Turnera ulmifolia,Passifloraceae,herbaceous,,,,
Paulownia tomentosa,Paulowniaceae,woody,tree,,,
Sesamum indicum,Pedaliaceae,herbaceous,herb,annual,,
Philydrella pygmaea subsp. minima,Philydraceae,herbaceous,,,,
Philydrum sp.,Philydraceae,herbaceous,aquatic_herb,,,
Mazus sp.,Phrymaceae,herbaceous,herb,,,
Actephila championiae,Phyllanthaceae,woody,,,,
Actephila flavescens,Phyllanthaceae,woody,,,,
Actephila plicata,Phyllanthaceae,woody,,,,
Antidesma,Phyllanthaceae,,,,,
Breynia sp.,Phyllanthaceae,woody,,,,
Phyllanthus ciccoides,Phyllanthaceae,woody,,,,
